0,0
0.00768,0.052
0.01536,-0.032
0.02432,0.016
0.03584,-0.016
0.04352,0.22
0.04992,-0.028
0.05376,0.072
0.06144,-0.072
0.06912,0.06
0.07936,-0.236
0.09472,0.176
0.09984,0.032
0.10368,0.112
0.10752,-0.056
0.11264,0.012
0.11904,-0.104
0.128,0.18
0.13568,-0.408
0.14336,0.352
0.14976,0.376
0.15744,0.176
0.17152,0.104
0.17664,-0.044
0.18048,0.008
0.18432,-0.036
0.19072,0.168
0.1984,-0.328
0.20352,-0.06
0.20864,-0.216
0.21376,-0.096
0.21888,-0.168
0.22272,-0.072
0.22912,-0.288
0.23552,0.176
0.24448,0.192
0.25216,0.172
0.2688,-0.676
0.28032,-0.872
0.288,-0.884
0.29952,-0.804
0.3136,-0.128
0.31872,-0.1
0.3264,-0.124
0.33408,-0.484
0.34048,-0.604
0.3456,-0.42
0.35328,-0.696
0.3648,0.272
0.3744,0.288
0.3872,-0.068
0.3936,0.164
0.4064,-0.12
0.416,0.092
0.4288,-0.216
0.4512,0.512
0.4672,0.268
0.5088,0.416
0.5296,0.184
0.5456,0.66
0.552,0.332
0.5664,0.612
0.5728,0.352
0.584,0.208
0.6032,0.824
0.6192,0.848
0.632,0.452
0.6416,0.82
0.648,0.564
0.656,0.784
0.6672,0.576
0.672,0.776
0.6832,0.8
0.6896,0.444
0.7024,0.88
0.7088,0.744
0.7248,0.976
0.7448,0.472
0.7528,0.336
0.7608,0.38
0.7688,0.208
0.7748,0.264
0.7868,0.148
0.7948,0.648
0.8028,0.464
0.8108,0.612
0.8348,0.164
0.8508,0.376
0.8588,0.348
0.8648,0.6
0.8708,0.496
0.8868,0.584
0.8948,0.408
0.9028,0.468
0.9108,0.324
0.9208,0.436
0.9268,0.264
0.9448,0.616
0.9568,0.188
0.9728,0.512
0.9828,0.028
0.9888,0.036
1,0
