0,0
0.0036,0.0016
0.0144,0.0144
0.018,0.016
0.0216,0.0072
0.0342,-0.0632
0.036,-0.072
0.0388,-0.0952
0.0584,-0.2808
0.064,-0.304
0.0664,-0.3008
0.0736,-0.2752
0.076,-0.272
0.0808,-0.3
0.0952,-0.524
0.1,-0.552
0.1028,-0.5404
0.1112,-0.4476
0.114,-0.436
0.1216,-0.47
0.1444,-0.742
0.152,-0.776
0.156,-0.7572
0.168,-0.6068
0.172,-0.588
0.1768,-0.5896
0.1936,-0.6024
0.196,-0.604
0.1978,-0.6332
0.2104,-0.8668
0.214,-0.896
0.2176,-0.872
0.2302,-0.68
0.232,-0.656
0.2348,-0.6552
0.2544,-0.6488
0.26,-0.648
0.2628,-0.6756
0.2712,-0.8964
0.274,-0.924
0.2788,-0.8976
0.2956,-0.6864
0.298,-0.66
0.301,-0.6556
0.322,-0.6204
0.328,-0.616
0.3308,-0.6368
0.3392,-0.8032
0.342,-0.824
0.3488,-0.782
0.3692,-0.446
0.376,-0.404
0.38,-0.4264
0.392,-0.6056
0.396,-0.628
0.4,-0.5884
0.412,-0.2716
0.416,-0.232
0.4184,-0.2472
0.4256,-0.3688
0.428,-0.384
0.434,-0.3368
0.452,0.0408
0.458,0.088
0.4608,0.0712
0.4692,-0.0632
0.472,-0.08
0.4776,-0.0272
0.4944,0.3952
0.5,0.448
0.5024,0.4264
0.5096,0.2536
0.512,0.232
0.518,0.278
0.536,0.646
0.542,0.692
0.5452,0.6732
0.5548,0.5228
0.558,0.504
0.5616,0.54
0.5724,0.828
0.576,0.864
0.58,0.8408
0.592,0.6552
0.596,0.632
0.6016,0.664
0.6184,0.92
0.624,0.952
0.6272,0.9288
0.6368,0.7432
0.64,0.72
0.6452,0.7368
0.6608,0.8712
0.666,0.888
0.6692,0.8836
0.6788,0.8484
0.682,0.844
0.6876,0.8496
0.7044,0.8944
0.71,0.9
0.7124,0.8868
0.7196,0.7812
0.722,0.768
0.728,0.7808
0.746,0.8832
0.752,0.896
0.7568,0.8672
0.7712,0.6368
0.776,0.608
0.7784,0.6264
0.7856,0.7736
0.788,0.792
0.7916,0.7776
0.8042,0.6624
0.806,0.648
0.8096,0.648
0.8384,0.648
0.842,0.648
0.8468,0.6292
0.8804,0.4788
0.89,0.46
0.8928,0.4652
0.9012,0.5068
0.904,0.512
0.9148,0.4868
0.9472,0.2852
0.958,0.26
0.9604,0.2688
0.9676,0.3392
0.97,0.348
0.9708,0.3132
0.9732,0.0347999999999999
0.974,-5.55111512312578E-17
0.9792,-4.9960036108132E-17
0.9948,-5.55111512312578E-18
1,0
