0,0
0.00544,-0.0292
0.02448,-0.2628
0.0272,-0.292
0.03152,-0.296
0.06608,-0.328
0.0704,-0.332
0.07552,-0.3856
0.11648,-0.8144
0.1216,-0.868
0.12368,-0.8732
0.13824,-0.9148
0.1424,-0.92
0.1472,-0.9148
0.164,-0.8732
0.1664,-0.868
0.16848,-0.8552
0.18512,-0.7528
0.1872,-0.74
0.18848,-0.7368
0.19744,-0.7112
0.2,-0.708
0.20224,-0.7112
0.21008,-0.7368
0.2112,-0.74
0.21328,-0.7548
0.22992,-0.8732
0.232,-0.888
0.23328,-0.892
0.24224,-0.924
0.2448,-0.928
0.24896,-0.9216
0.26352,-0.8704
0.2656,-0.864
0.26672,-0.8624
0.27456,-0.8496
0.2768,-0.848
0.27968,-0.8552
0.28832,-0.9128
0.2912,-0.92
0.29376,-0.918
0.30272,-0.902
0.304,-0.9
0.3122,-0.8488
0.3778,-0.4392
0.386,-0.388
0.38764,-0.3836
0.40076,-0.3484
0.4024,-0.344
0.40752,-0.3384
0.44848,-0.2936
0.4536,-0.288
0.45688,-0.2552
0.48312,0.00720000000000001
0.4864,0.04
0.4914,0.054
0.5314,0.166
0.5364,0.18
0.5386,0.1968
0.5562,0.3312
0.5584,0.348
0.5624,0.3672
0.5944,0.5208
0.5984,0.54
0.6024,0.5704
0.6344,0.8136
0.6384,0.844
0.6396,0.8484
0.648,0.8836
0.6504,0.888
0.6548,0.886
0.6702,0.87
0.6724,0.868
0.6742,0.8512
0.6886,0.7168
0.6904,0.7
0.6922,0.698
0.7048,0.682
0.7084,0.68
0.712,0.6992
0.7246,0.8528
0.7264,0.872
0.7288,0.8748
0.7456,0.8972
0.7504,0.9
0.754,0.8964
0.7666,0.8676
0.7684,0.864
0.7702,0.864
0.7846,0.864
0.7864,0.864
0.7882,0.8672
0.8008,0.8928
0.8044,0.896
0.8084,0.8932
0.8224,0.8708
0.8244,0.868
0.8272,0.856
0.8496,0.76
0.8524,0.748
0.8552,0.7152
0.8776,0.4528
0.8804,0.42
0.882,0.416
0.8932,0.384
0.8964,0.38
0.9004,0.3816
0.9144,0.3944
0.9164,0.396
0.9186,0.4052
0.9362,0.4788
0.9384,0.488
0.9396,0.4892
0.948,0.4988
0.9504,0.5
0.9528,0.4956
0.9612,0.4604
0.9624,0.456
0.96616,0.4104
0.99248,0.0456
1,0
