0,0
0.002,-0.0132
0.008,-0.1188
0.01,-0.132
0.0136,-0.1092
0.0244,0.0732
0.028,0.096
0.03,0.072
0.036,-0.12
0.038,-0.144
0.0388,-0.14
0.0412,-0.108
0.042,-0.104
0.0464,-0.1172
0.0596,-0.2228
0.064,-0.236
0.068,-0.2236
0.08,-0.1244
0.084,-0.112
0.086,-0.1196
0.092,-0.1804
0.094,-0.188
0.0964,-0.1736
0.1048,-0.0584
0.106,-0.044
0.1084,-0.042
0.1252,-0.026
0.13,-0.024
0.1336,-0.034
0.1462,-0.114
0.148,-0.124
0.1506,-0.124
0.1714,-0.124
0.174,-0.124
0.1746,-0.1136
0.1788,-0.0304
0.18,-0.02
0.1824,-0.0216
0.1896,-0.0344
0.192,-0.036
0.194,-0.0336
0.2,-0.0144
0.202,-0.012
0.2052,-0.0136
0.2148,-0.0264
0.218,-0.028
0.2196,-0.0268
0.2244,-0.0172
0.226,-0.016
0.2268,-0.0296
0.2292,-0.1384
0.23,-0.152
0.232,-0.1468
0.238,-0.1052
0.24,-0.1
0.2424,-0.106
0.2496,-0.154
0.252,-0.16
0.2548,-0.1332
0.2632,0.0812
0.266,0.108
0.2684,0.1076
0.2756,0.1044
0.278,0.104
0.2808,0.124
0.2892,0.284
0.292,0.304
0.2932,0.3016
0.2968,0.2824
0.298,0.28
0.302,0.286
0.314,0.334
0.318,0.34
0.3244,0.3072
0.3436,0.0448
0.35,0.012
0.3544,0.0188
0.3676,0.0732
0.372,0.08
0.3736,0.0648
0.3784,-0.0568
0.38,-0.072
0.3812,-0.0612
0.3848,0.0252
0.386,0.036
0.3872,0.0332
0.3908,0.0108
0.392,0.008
0.3928,0.012
0.3952,0.044
0.396,0.048
0.3972,0.0448
0.4008,0.0192
0.402,0.016
0.4092,0.0452
0.4308,0.2788
0.438,0.308
0.4444,0.2844
0.4636,0.0956
0.47,0.072
0.4756,0.0896
0.4924,0.2304
0.498,0.248
0.5004,0.2436
0.5076,0.2084
0.51,0.204
0.5112,0.2056
0.5148,0.2184
0.516,0.22
0.5176,0.2156
0.5224,0.1804
0.524,0.176
0.5264,0.1804
0.5336,0.2156
0.536,0.22
0.5396,0.1964
0.5522,0.0076
0.554,-0.016
0.5558,-0.0244
0.5684,-0.0916
0.572,-0.1
0.5724,-0.0928
0.5736,-0.0352
0.574,-0.028
0.5784,-0.0384
0.5916,-0.1216
0.596,-0.132
0.5996,-0.1008
0.6104,0.1488
0.614,0.18
0.6224,0.1484
0.6476,-0.1044
0.656,-0.136
0.6604,-0.1352
0.6758,-0.1288
0.678,-0.128
0.6794,-0.1124
0.6906,0.0124
0.692,0.028
0.6934,0.0304
0.7046,0.0496
0.706,0.052
0.708,0.0708
0.722,0.2212
0.726,0.24
0.7272,0.2368
0.7308,0.2112
0.732,0.208
0.7388,0.2388
0.7626,0.4852
0.766,0.516
0.7672,0.522
0.7756,0.57
0.778,0.576
0.7796,0.5664
0.7844,0.4896
0.786,0.48
0.7872,0.4864
0.7908,0.5376
0.792,0.544
0.7936,0.5352
0.7984,0.4648
0.8,0.456
0.8028,0.4644
0.8112,0.5316
0.814,0.54
0.82,0.41
0.838,-0.63
0.844,-0.76
0.8468,-0.6956
0.8566,-0.1804
0.858,-0.116
0.8596,-0.0824
0.8724,0.1864
0.874,0.22
0.876,0.2432
0.892,0.4288
0.894,0.452
0.897,0.4568
0.918,0.4952
0.924,0.5
0.9256,0.4908
0.9304,0.4172
0.932,0.408
0.9344,0.4136
0.9416,0.4584
0.944,0.464
0.946,0.456
0.952,0.392
0.954,0.384
0.956,0.3888
0.962,0.4272
0.964,0.432
0.9712,0.3888
0.9928,0.0432
1,0
